utc,value,local,mo,hr,dofw,pv,trend,iso,tmpf
2022-11-16 04:00:00+00:00,0.41488,2022-11-15 22:00:00-06:00,11,22,1,0.0,0.16685712,7959.514007,46.9
2022-11-16 05:00:00+00:00,0.386007,2022-11-15 23:00:00-06:00,11,23,1,0.0,0.16685748,7563.419825,46.0
2022-11-16 06:00:00+00:00,0.353389,2022-11-16 00:00:00-06:00,11,0,2,0.0,0.16685784,7204.822331,44.1
2022-11-16 07:00:00+00:00,0.338174,2022-11-16 01:00:00-06:00,11,1,2,0.0,0.1668582,6692.009894,43.0
2022-11-16 08:00:00+00:00,0.316678,2022-11-16 02:00:00-06:00,11,2,2,0.0,0.16685856,6603.854501,43.0
2022-11-16 09:00:00+00:00,0.304518,2022-11-16 03:00:00-06:00,11,3,2,0.0,0.16685892,6586.281892,43.0
2022-11-16 10:00:00+00:00,0.322211,2022-11-16 04:00:00-06:00,11,4,2,0.0,0.16685928,6639.601142,43.0
2022-11-16 11:00:00+00:00,0.356443,2022-11-16 05:00:00-06:00,11,5,2,0.0,0.16685964,6845.430662,43.0
2022-11-16 12:00:00+00:00,0.414765,2022-11-16 06:00:00-06:00,11,6,2,0.0,0.16686,7330.410953,43.0
2022-11-16 13:00:00+00:00,0.460293,2022-11-16 07:00:00-06:00,11,7,2,0.0,0.16686036,8053.077012,43.0
2022-11-16 14:00:00+00:00,0.449919,2022-11-16 08:00:00-06:00,11,8,2,0.13906727613183775,0.16686072,8330.805554,43.0
2022-11-16 15:00:00+00:00,0.375288,2022-11-16 09:00:00-06:00,11,9,2,0.3502585731902477,0.16686108,8221.026054,44.1
2022-11-16 16:00:00+00:00,0.292819,2022-11-16 10:00:00-06:00,11,10,2,0.5236031108630765,0.16686144,7907.908317,46.9
2022-11-16 17:00:00+00:00,0.263658,2022-11-16 11:00:00-06:00,11,11,2,0.6424382069065872,0.1668618,7556.884237,50.0
2022-11-16 18:00:00+00:00,0.244871,2022-11-16 12:00:00-06:00,11,12,2,0.6978798243198446,0.16686216,7288.850798,53.1
2022-11-16 19:00:00+00:00,0.244237,2022-11-16 13:00:00-06:00,11,13,2,0.6859644768869217,0.16686252,7025.717015,55.9
2022-11-16 20:00:00+00:00,0.273859,2022-11-16 14:00:00-06:00,11,14,2,0.607538210096366,0.16686288,6876.724907,57.0
2022-11-16 21:00:00+00:00,0.278527,2022-11-16 15:00:00-06:00,11,15,2,0.4682575176484583,0.16686324,6829.524954,60.1
2022-11-16 22:00:00+00:00,0.344053,2022-11-16 16:00:00-06:00,11,16,2,0.278983216102288,0.1668636,6893.500809,59.0
2022-11-16 23:00:00+00:00,0.38935,2022-11-16 17:00:00-06:00,11,17,2,0.06468895072621415,0.16686396,7145.844468,57.0
2022-11-17 00:00:00+00:00,0.384048,2022-11-16 18:00:00-06:00,11,18,2,0.0,0.16686432,7621.352875,55.0
2022-11-17 01:00:00+00:00,0.385719,2022-11-16 19:00:00-06:00,11,19,2,0.0,0.16686468,8033.014402,53.1
2022-11-17 02:00:00+00:00,0.426176,2022-11-16 20:00:00-06:00,11,20,2,0.0,0.16686504,8086.534317,52.0
2022-11-17 03:00:00+00:00,0.420297,2022-11-16 21:00:00-06:00,11,21,2,0.0,0.1668654,8033.938048,50.0
2022-11-17 04:00:00+00:00,0.400818,2022-11-16 22:00:00-06:00,11,22,2,0.0,0.16686576,7793.24827,48.9
2022-11-17 05:00:00+00:00,0.394537,2022-11-16 23:00:00-06:00,11,23,2,0.0,0.16686612,7395.626377,48.0
2022-11-17 06:00:00+00:00,0.368545,2022-11-17 00:00:00-06:00,11,0,3,0.0,0.16686648,7027.563441,48.0
2022-11-17 07:00:00+00:00,0.344225,2022-11-17 01:00:00-06:00,11,1,3,0.0,0.16686684,6764.313056,48.0
2022-11-17 08:00:00+00:00,0.331316,2022-11-17 02:00:00-06:00,11,2,3,0.0,0.1668672,6669.802953,48.9
2022-11-17 09:00:00+00:00,0.308437,2022-11-17 03:00:00-06:00,11,3,3,0.0,0.16686756,6615.609553,48.9
2022-11-17 10:00:00+00:00,0.303827,2022-11-17 04:00:00-06:00,11,4,3,0.0,0.16686792,6538.936987,48.9
2022-11-17 11:00:00+00:00,0.332296,2022-11-17 05:00:00-06:00,11,5,3,0.0,0.16686828,6689.254653,48.0
2022-11-17 12:00:00+00:00,0.374193,2022-11-17 06:00:00-06:00,11,6,3,0.0,0.16686864,7134.533142,48.0
2022-11-17 13:00:00+00:00,0.429,2022-11-17 07:00:00-06:00,11,7,3,0.0,0.166869,7856.227064,48.0
2022-11-17 14:00:00+00:00,0.422257,2022-11-17 08:00:00-06:00,11,8,3,0.13581159807931067,0.16686936,8124.025373,48.0
2022-11-17 15:00:00+00:00,0.376671,2022-11-17 09:00:00-06:00,11,9,3,0.34674101738733054,0.16686972,8034.448899,48.9
2022-11-17 16:00:00+00:00,0.310915,2022-11-17 10:00:00-06:00,11,10,3,0.5201133065221495,0.16687008,7757.847873,52.0
2022-11-17 17:00:00+00:00,0.291321,2022-11-17 11:00:00-06:00,11,11,3,0.6390856623261295,0.16687044,7094.494954,55.0
2022-11-17 18:00:00+00:00,0.277086,2022-11-17 12:00:00-06:00,11,12,3,0.6947411802928534,0.1668708,6732.494766,57.0
2022-11-17 19:00:00+00:00,0.313912,2022-11-17 13:00:00-06:00,11,13,3,0.6830962342331712,0.16687116,6526.234237,57.0
2022-11-17 20:00:00+00:00,0.301464,2022-11-17 14:00:00-06:00,11,14,3,0.6049784745795846,0.16687152,6624.10026,57.9
2022-11-17 21:00:00+00:00,0.301579,2022-11-17 15:00:00-06:00,11,15,3,0.46602902241750577,0.16687188,6557.565121,59.0
2022-11-17 22:00:00+00:00,0.329991,2022-11-17 16:00:00-06:00,11,16,3,0.27711064607094765,0.16687224,6601.31417,59.0
2022-11-17 23:00:00+00:00,0.38157,2022-11-17 17:00:00-06:00,11,17,3,0.06341144369617545,0.1668726,6829.911788,57.9
2022-11-18 00:00:00+00:00,0.421335,2022-11-17 18:00:00-06:00,11,18,3,0.0,0.16687296,7301.145656,57.0
2022-11-18 01:00:00+00:00,0.438681,2022-11-17 19:00:00-06:00,11,19,3,0.0,0.16687332,7580.469953,55.0
2022-11-18 02:00:00+00:00,0.423467,2022-11-17 20:00:00-06:00,11,20,3,0.0,0.16687368,7532.862087,54.0
2022-11-18 03:00:00+00:00,0.407561,2022-11-17 21:00:00-06:00,11,21,3,0.0,0.16687404,7447.774585,53.1
2022-11-18 04:00:00+00:00,0.383011,2022-11-17 22:00:00-06:00,11,22,3,0.0,0.1668744,7235.795106,50.0
2022-11-18 05:00:00+00:00,0.356328,2022-11-17 23:00:00-06:00,11,23,3,0.0,0.16687476,6849.586132,48.0
2022-11-18 06:00:00+00:00,0.352755,2022-11-18 00:00:00-06:00,11,0,4,0.0,0.16687512,6495.194763,48.0
2022-11-18 07:00:00+00:00,0.327167,2022-11-18 01:00:00-06:00,11,1,4,0.0,0.16687548,6204.120378,50.0
2022-11-18 08:00:00+00:00,0.318349,2022-11-18 02:00:00-06:00,11,2,4,0.0,0.16687584,6057.777554,51.1
2022-11-18 09:00:00+00:00,0.306478,2022-11-18 03:00:00-06:00,11,3,4,0.0,0.1668762,5964.171923,51.1
2022-11-18 10:00:00+00:00,0.287056,2022-11-18 04:00:00-06:00,11,4,4,0.0,0.16687656,6010.407086,51.1
2022-11-18 11:00:00+00:00,0.318407,2022-11-18 05:00:00-06:00,11,5,4,0.0,0.16687692,6164.235487,51.1
2022-11-18 12:00:00+00:00,0.357826,2022-11-18 06:00:00-06:00,11,6,4,0.0,0.16687728,6557.060452,51.1
2022-11-18 13:00:00+00:00,0.387736,2022-11-18 07:00:00-06:00,11,7,4,0.0,0.16687764,7198.562254,51.1
2022-11-18 14:00:00+00:00,0.383529,2022-11-18 08:00:00-06:00,11,8,4,0.13258022461649682,0.166878,7442.338296,52.0
2022-11-18 15:00:00+00:00,0.368949,2022-11-18 09:00:00-06:00,11,9,4,0.3432485317993119,0.16687836,7454.885732,52.0
2022-11-18 16:00:00+00:00,0.375807,2022-11-18 10:00:00-06:00,11,10,4,0.5166587559737708,0.16687872,7420.037048,53.1
2022-11-18 17:00:00+00:00,0.374193,2022-11-18 11:00:00-06:00,11,11,4,0.6357808521461846,0.16687908,7386.418005,54.0
2022-11-18 18:00:00+00:00,0.291033,2022-11-18 12:00:00-06:00,11,12,4,0.6916637113701729,0.16687944,7275.688621,55.0
2022-11-18 19:00:00+00:00,0.324343,2022-11-18 13:00:00-06:00,11,13,4,0.6803025449782664,0.1668798,7125.670249,57.0
2022-11-18 20:00:00+00:00,0.346588,2022-11-18 14:00:00-06:00,11,14,4,0.6025056162071732,0.16688016,7050.507093,57.0
2022-11-18 21:00:00+00:00,0.338405,2022-11-18 15:00:00-06:00,11,15,4,0.4638976456410796,0.16688052,7032.143112,55.9
2022-11-18 22:00:00+00:00,0.36042,2022-11-18 16:00:00-06:00,11,16,4,0.27534178527888387,0.16688088,7057.555804,54.0
2022-11-18 23:00:00+00:00,0.384394,2022-11-18 17:00:00-06:00,11,17,4,0.06222856683480678,0.16688124,7216.944975,54.0
2022-11-19 00:00:00+00:00,0.411077,2022-11-18 18:00:00-06:00,11,18,4,0.0,0.1668816,7545.895055,53.1
2022-11-19 01:00:00+00:00,0.411422,2022-11-18 19:00:00-06:00,11,19,4,0.0,0.16688196,7731.935629,52.0
2022-11-19 02:00:00+00:00,0.422372,2022-11-18 20:00:00-06:00,11,20,4,0.0,0.16688232,7672.717189,51.1
2022-11-19 03:00:00+00:00,0.429691,2022-11-18 21:00:00-06:00,11,21,4,0.0,0.16688268,7559.960572,51.1
2022-11-19 04:00:00+00:00,0.41926,2022-11-18 22:00:00-06:00,11,22,4,0.0,0.16688304,7372.048884,52.0
2022-11-19 05:00:00+00:00,0.392231,2022-11-18 23:00:00-06:00,11,23,4,0.0,0.1668834,7076.126921,51.1
2022-11-19 06:00:00+00:00,0.366816,2022-11-19 00:00:00-06:00,11,0,5,0.0,0.16688376,6767.728871,51.1
2022-11-19 07:00:00+00:00,0.340883,2022-11-19 01:00:00-06:00,11,1,5,0.0,0.16688412,6512.108955,51.1
2022-11-19 08:00:00+00:00,0.3108,2022-11-19 02:00:00-06:00,11,2,5,0.0,0.16688448,6351.252989,51.1
2022-11-19 09:00:00+00:00,0.301003,2022-11-19 03:00:00-06:00,11,3,5,0.0,0.16688484,6300.500714,51.1
2022-11-19 10:00:00+00:00,0.298294,2022-11-19 04:00:00-06:00,11,4,5,0.0,0.1668852,6348.5129,50.0
2022-11-19 11:00:00+00:00,0.299274,2022-11-19 05:00:00-06:00,11,5,5,0.0,0.16688556,6468.060014,48.9
2022-11-19 12:00:00+00:00,0.308783,2022-11-19 06:00:00-06:00,11,6,5,0.0,0.16688592,6743.335502,46.9
2022-11-19 13:00:00+00:00,0.330048,2022-11-19 07:00:00-06:00,11,7,5,0.0,0.16688628,7143.005748,46.0
2022-11-19 14:00:00+00:00,0.357826,2022-11-19 08:00:00-06:00,11,8,5,0.1293753795154555,0.16688664,7608.32129,45.0
2022-11-19 15:00:00+00:00,0.38255,2022-11-19 09:00:00-06:00,11,9,5,0.33978336171695367,0.166887,8033.553579,44.1
2022-11-19 16:00:00+00:00,0.410558,2022-11-19 10:00:00-06:00,11,10,5,0.5132417661883049,0.16688736,8440.706152,42.1
2022-11-19 17:00:00+00:00,0.438047,2022-11-19 11:00:00-06:00,11,11,5,0.6325260247395971,0.16688772,8687.985103,43.0
2022-11-19 18:00:00+00:00,0.456028,2022-11-19 12:00:00-06:00,11,12,5,0.6886494943880694,0.16688808,8799.586777,42.1
2022-11-19 19:00:00+00:00,0.452628,2022-11-19 13:00:00-06:00,11,13,5,0.6775852144437257,0.16688844,8885.448139,42.1
2022-11-19 20:00:00+00:00,0.433264,2022-11-19 14:00:00-06:00,11,14,5,0.6001210846811657,0.1668888,8875.465886,42.1
2022-11-19 21:00:00+00:00,0.426637,2022-11-19 15:00:00-06:00,11,15,5,0.46186441006525164,0.16688916,8821.238572,43.0
2022-11-19 22:00:00+00:00,0.430671,2022-11-19 16:00:00-06:00,11,16,5,0.2736771288646183,0.16688952,8846.49561,43.0
2022-11-19 23:00:00+00:00,0.460408,2022-11-19 17:00:00-06:00,11,17,5,0.06113928963824519,0.16688988,8963.051729,43.0
2022-11-20 00:00:00+00:00,0.48104,2022-11-19 18:00:00-06:00,11,18,5,0.0,0.16689024,9191.85441,43.0
2022-11-20 01:00:00+00:00,0.475392,2022-11-19 19:00:00-06:00,11,19,5,0.0,0.1668906,9259.502225,43.0
2022-11-20 02:00:00+00:00,0.487148,2022-11-19 20:00:00-06:00,11,20,5,0.0,0.16689096,9067.105641,43.0
2022-11-20 03:00:00+00:00,0.480175,2022-11-19 21:00:00-06:00,11,21,5,0.0,0.16689132,8963.302752,43.0
2022-11-20 04:00:00+00:00,0.475161,2022-11-19 22:00:00-06:00,11,22,5,0.0,0.16689168,8702.50414,43.0
2022-11-20 05:00:00+00:00,0.422775,2022-11-19 23:00:00-06:00,11,23,5,0.0,0.16689204,8353.657272,43.0
2022-11-20 06:00:00+00:00,0.403585,2022-11-20 00:00:00-06:00,11,0,6,0.0,0.1668924,8020.621398,43.0
2022-11-20 07:00:00+00:00,0.374136,2022-11-20 01:00:00-06:00,11,1,6,0.0,0.16689276,7745.875894,43.0
2022-11-20 08:00:00+00:00,0.354829,2022-11-20 02:00:00-06:00,11,2,6,0.0,0.16689312,7578.96544,43.0
2022-11-20 09:00:00+00:00,0.345839,2022-11-20 03:00:00-06:00,11,3,6,0.0,0.16689348,7493.708004,43.0
2022-11-20 10:00:00+00:00,0.33754,2022-11-20 04:00:00-06:00,11,4,6,0.0,0.16689384,7468.487357,43.0
2022-11-20 11:00:00+00:00,0.353216,2022-11-20 05:00:00-06:00,11,5,6,0.0,0.1668942,7515.457068,44.1
2022-11-20 12:00:00+00:00,0.366471,2022-11-20 06:00:00-06:00,11,6,6,0.0,0.16689456,7707.66535,44.1
2022-11-20 13:00:00+00:00,0.379841,2022-11-20 07:00:00-06:00,11,7,6,0.0,0.16689492,7969.033251,44.1
2022-11-20 14:00:00+00:00,0.413785,2022-11-20 08:00:00-06:00,11,8,6,0.1261992791341254,0.16689528,8252.209668,44.1
2022-11-20 15:00:00+00:00,0.410154,2022-11-20 09:00:00-06:00,11,9,6,0.33634774501175696,0.16689564,8471.118951,44.1
2022-11-20 16:00:00+00:00,0.424677,2022-11-20 10:00:00-06:00,11,10,6,0.5098646264405783,0.166896,8596.852873,45.0
2022-11-20 17:00:00+00:00,0.422775,2022-11-20 11:00:00-06:00,11,11,6,0.6293233981861195,0.16689636,8555.786742,46.9
2022-11-20 18:00:00+00:00,0.378054,2022-11-20 12:00:00-06:00,11,12,6,0.6857005633133787,0.16689672,8317.344196,48.9
2022-11-20 19:00:00+00:00,0.410212,2022-11-20 13:00:00-06:00,11,13,6,0.6749459937714617,0.16689708,8069.895882,50.0
2022-11-20 20:00:00+00:00,0.430267,2022-11-20 14:00:00-06:00,11,14,6,0.5978262664645307,0.16689744,7963.249103,50.0
2022-11-20 21:00:00+00:00,0.439776,2022-11-20 15:00:00-06:00,11,15,6,0.4599302694043364,0.1668978,7922.183489,50.0
2022-11-20 22:00:00+00:00,0.45257,2022-11-20 16:00:00-06:00,11,16,6,0.2721171030415848,0.16689816,8006.155651,50.0
2022-11-20 23:00:00+00:00,0.47228,2022-11-20 17:00:00-06:00,11,17,6,0.06014256580490586,0.16689852,8180.043198,48.9
2022-11-21 00:00:00+00:00,0.488647,2022-11-20 18:00:00-06:00,11,18,6,0.0,0.16689888,8482.892699,48.9
2022-11-21 01:00:00+00:00,0.479484,2022-11-20 19:00:00-06:00,11,19,6,0.0,0.16689924,8637.362177,48.9
2022-11-21 02:00:00+00:00,0.471185,2022-11-20 20:00:00-06:00,11,20,6,0.0,0.1668996,8598.031659,48.0
2022-11-21 03:00:00+00:00,0.457699,2022-11-20 21:00:00-06:00,11,21,6,0.0,0.16689996,8492.467929,48.0
2022-11-21 04:00:00+00:00,0.437414,2022-11-20 22:00:00-06:00,11,22,6,0.0,0.16690032,8269.018936,46.0
2022-11-21 05:00:00+00:00,0.425887,2022-11-20 23:00:00-06:00,11,23,6,0.0,0.16690068,7911.098788,44.1
2022-11-21 06:00:00+00:00,0.386987,2022-11-21 00:00:00-06:00,11,0,0,0.0,0.16690104,7565.562775,44.1
2022-11-21 07:00:00+00:00,0.371946,2022-11-21 01:00:00-06:00,11,1,0,0.0,0.1669014,7296.771693,44.1
2022-11-21 08:00:00+00:00,0.360131,2022-11-21 02:00:00-06:00,11,2,0,0.0,0.16690176,7156.196225,44.1
2022-11-21 09:00:00+00:00,0.342093,2022-11-21 03:00:00-06:00,11,3,0,0.0,0.16690212,7121.656625,44.1
2022-11-21 10:00:00+00:00,0.329242,2022-11-21 04:00:00-06:00,11,4,0,0.0,0.16690248,7137.523949,42.1
2022-11-21 11:00:00+00:00,0.362148,2022-11-21 05:00:00-06:00,11,5,0,0.0,0.16690284,7330.607994,42.1
2022-11-21 12:00:00+00:00,0.38716,2022-11-21 06:00:00-06:00,11,6,0,0.0,0.1669032,7724.423136,41.0
2022-11-21 13:00:00+00:00,0.392404,2022-11-21 07:00:00-06:00,11,7,0,0.0,0.16690356,8246.745362,41.0
2022-11-21 14:00:00+00:00,0.420413,2022-11-21 08:00:00-06:00,11,8,0,0.1230541285180739,0.16690392,8650.680277,41.0
2022-11-21 15:00:00+00:00,0.42704,2022-11-21 09:00:00-06:00,11,9,0,0.3329439100107593,0.16690428,8839.595381,42.1
2022-11-21 16:00:00+00:00,0.433322,2022-11-21 10:00:00-06:00,11,10,0,0.5065296064296789,0.16690464,8896.171298,43.0
2022-11-21 17:00:00+00:00,0.449862,2022-11-21 11:00:00-06:00,11,11,0,0.6261751586637809,0.166905,8911.152599,43.0
2022-11-21 18:00:00+00:00,0.441102,2022-11-21 12:00:00-06:00,11,12,0,0.6828189080147427,0.16690536,8864.096273,44.1
2022-11-21 19:00:00+00:00,0.436146,2022-11-21 13:00:00-06:00,11,13,0,0.672386579176157,0.16690572,8667.359002,45.0
2022-11-21 20:00:00+00:00,0.446346,2022-11-21 14:00:00-06:00,11,14,0,0.5956224846001029,0.16690608,8516.806814,46.0
2022-11-21 21:00:00+00:00,0.422775,2022-11-21 15:00:00-06:00,11,15,0,0.45809610882499235,0.16690644,8449.336733,46.0
2022-11-21 22:00:00+00:00,0.428884,2022-11-21 16:00:00-06:00,11,16,0,0.27066206662049574,0.1669068,8413.488797,46.9
2022-11-21 23:00:00+00:00,0.454126,2022-11-21 17:00:00-06:00,11,17,0,0.05923734408914609,0.16690716,8525.344147,46.9
2022-11-22 00:00:00+00:00,0.465018,2022-11-21 18:00:00-06:00,11,18,0,0.0,0.16690752,8805.497891,46.9
2022-11-22 01:00:00+00:00,0.480348,2022-11-21 19:00:00-06:00,11,19,0,0.0,0.16690788,8905.458005,46.9
2022-11-22 02:00:00+00:00,0.486226,2022-11-21 20:00:00-06:00,11,20,0,0.0,0.16690824,8699.493855,46.9
2022-11-22 03:00:00+00:00,0.478331,2022-11-21 21:00:00-06:00,11,21,0,0.0,0.1669086,8477.458058,46.0
2022-11-22 04:00:00+00:00,0.446289,2022-11-21 22:00:00-06:00,11,22,0,0.0,0.16690896,8164.30465,46.9
2022-11-22 05:00:00+00:00,0.408137,2022-11-21 23:00:00-06:00,11,23,0,0.0,0.16690932,7359.717382,46.9
2022-11-22 06:00:00+00:00,0.371946,2022-11-22 00:00:00-06:00,11,0,1,0.0,0.16690968,6984.387291,46.9
2022-11-22 07:00:00+00:00,0.346242,2022-11-22 01:00:00-06:00,11,1,1,0.0,0.16691004,6881.752869,48.0
2022-11-22 08:00:00+00:00,0.331259,2022-11-22 02:00:00-06:00,11,2,1,0.0,0.1669104,6764.397951,48.0
2022-11-22 09:00:00+00:00,0.312356,2022-11-22 03:00:00-06:00,11,3,1,0.0,0.16691076,6693.025983,48.0
2022-11-22 10:00:00+00:00,0.310108,2022-11-22 04:00:00-06:00,11,4,1,0.0,0.16691112,6660.142524,48.0
2022-11-22 11:00:00+00:00,0.346012,2022-11-22 05:00:00-06:00,11,5,1,0.0,0.16691148,6857.982767,48.0
2022-11-22 12:00:00+00:00,0.371485,2022-11-22 06:00:00-06:00,11,6,1,0.0,0.16691184,7195.802256,48.0
2022-11-22 13:00:00+00:00,0.386641,2022-11-22 07:00:00-06:00,11,7,1,0.0,0.1669122,7631.336669,48.0
2022-11-22 14:00:00+00:00,0.379841,2022-11-22 08:00:00-06:00,11,8,1,0.11994211741793183,0.16691256,7968.733886,48.0
2022-11-22 15:00:00+00:00,0.385604,2022-11-22 09:00:00-06:00,11,9,1,0.32957407343190187,0.16691292,8010.348942,48.9
2022-11-22 16:00:00+00:00,0.39713,2022-11-22 10:00:00-06:00,11,10,1,0.5032389544648584,0.16691328,7965.431322,50.0
2022-11-22 17:00:00+00:00,0.389523,2022-11-22 11:00:00-06:00,11,11,1,0.6230834589091604,0.16691364,7782.710371,50.0
2022-11-22 18:00:00+00:00,0.38059,2022-11-22 12:00:00-06:00,11,12,1,0.6800064731032813,0.166914,7713.654729,52.0
2022-11-22 19:00:00+00:00,0.384451,2022-11-22 13:00:00-06:00,11,13,1,0.6699086112643788,0.16691436,7636.263046,52.0
2022-11-22 20:00:00+00:00,0.379322,2022-11-22 14:00:00-06:00,11,14,1,0.593510998589996,0.16691472,7509.329294,52.0
2022-11-22 21:00:00+00:00,0.370562,2022-11-22 15:00:00-06:00,11,15,1,0.45636274547990047,0.16691508,7369.596059,53.1
2022-11-22 22:00:00+00:00,0.399435,2022-11-22 16:00:00-06:00,11,16,1,0.26931231255416477,0.16691544,7301.403564,53.1
2022-11-22 23:00:00+00:00,0.425369,2022-11-22 17:00:00-06:00,11,17,1,0.058422578680338684,0.1669158,7421.019004,53.1
2022-11-23 00:00:00+00:00,0.43701,2022-11-22 18:00:00-06:00,11,18,1,0.0,0.16691616,7705.872451,53.1
2022-11-23 01:00:00+00:00,0.433552,2022-11-22 19:00:00-06:00,11,19,1,0.0,0.16691652,7839.337856,52.0
2022-11-23 02:00:00+00:00,0.439373,2022-11-22 20:00:00-06:00,11,20,1,0.0,0.16691688,7666.389156,52.0
2022-11-23 03:00:00+00:00,0.409924,2022-11-22 21:00:00-06:00,11,21,1,0.0,0.16691724,7551.433,51.1
2022-11-23 04:00:00+00:00,0.413439,2022-11-22 22:00:00-06:00,11,22,1,0.0,0.1669176,7321.262687,51.1
2022-11-23 05:00:00+00:00,0.3818,2022-11-22 23:00:00-06:00,11,23,1,0.0,0.16691796,6943.967604,51.1
2022-11-23 06:00:00+00:00,0.344975,2022-11-23 00:00:00-06:00,11,0,2,0.0,0.16691832,6572.560247,51.1
2022-11-23 07:00:00+00:00,0.324631,2022-11-23 01:00:00-06:00,11,1,2,0.0,0.16691868,6265.442152,51.1
2022-11-23 08:00:00+00:00,0.305152,2022-11-23 02:00:00-06:00,11,2,2,0.0,0.16691904,6104.538883,51.1
2022-11-23 09:00:00+00:00,0.309763,2022-11-23 03:00:00-06:00,11,3,2,0.0,0.1669194,6017.28569,52.0
2022-11-23 10:00:00+00:00,0.304864,2022-11-23 04:00:00-06:00,11,4,2,0.0,0.16691976,6017.531256,52.0
2022-11-23 11:00:00+00:00,0.313681,2022-11-23 05:00:00-06:00,11,5,2,0.0,0.16692012,6144.584226,52.0
2022-11-23 12:00:00+00:00,0.31639,2022-11-23 06:00:00-06:00,11,6,2,0.0,0.16692048,6440.592997,52.0
2022-11-23 13:00:00+00:00,0.31979,2022-11-23 07:00:00-06:00,11,7,2,0.0,0.16692084,6893.194984,53.1
2022-11-23 14:00:00+00:00,0.350392,2022-11-23 08:00:00-06:00,11,8,2,0.11686541622508788,0.1669212,7165.81266,53.1
2022-11-23 15:00:00+00:00,0.362321,2022-11-23 09:00:00-06:00,11,9,2,0.3262404383828097,0.16692156,7274.291156,54.0
2022-11-23 16:00:00+00:00,0.375058,2022-11-23 10:00:00-06:00,11,10,2,0.4999948957182212,0.16692192,7297.58901,55.0
2022-11-23 17:00:00+00:00,0.375634,2022-11-23 11:00:00-06:00,11,11,2,0.6200504167458208,0.16692228,7263.736282,55.9
2022-11-23 18:00:00+00:00,0.379553,2022-11-23 12:00:00-06:00,11,12,2,0.6772651568405407,0.16692264,7152.919053,57.9
2022-11-23 19:00:00+00:00,0.385546,2022-11-23 13:00:00-06:00,11,13,2,0.6675136744169344,0.166923,7000.864865,59.0
2022-11-23 20:00:00+00:00,0.378688,2022-11-23 14:00:00-06:00,11,14,2,0.5914930043307902,0.16692336,6921.098535,61.0
2022-11-23 21:00:00+00:00,0.385143,2022-11-23 15:00:00-06:00,11,15,2,0.4547309290845824,0.16692372,6833.173235,61.0
2022-11-23 22:00:00+00:00,0.385085,2022-11-23 16:00:00-06:00,11,16,2,0.26806806949351136,0.16692408,6778.885364,61.0
2022-11-23 23:00:00+00:00,0.392635,2022-11-23 17:00:00-06:00,11,17,2,0.05769723897493033,0.16692444,6858.229189,61.0
2022-11-24 00:00:00+00:00,0.423121,2022-11-23 18:00:00-06:00,11,18,2,0.0,0.1669248,7141.878105,61.0
2022-11-24 01:00:00+00:00,0.425311,2022-11-23 19:00:00-06:00,11,19,2,0.0,0.16692516,7346.270351,61.0
2022-11-24 02:00:00+00:00,0.420528,2022-11-23 20:00:00-06:00,11,20,2,0.0,0.16692552,7256.140396,61.0
2022-11-24 03:00:00+00:00,0.408483,2022-11-23 21:00:00-06:00,11,21,2,0.0,0.16692588,7115.800541,60.1
2022-11-24 04:00:00+00:00,0.41269,2022-11-23 22:00:00-06:00,11,22,2,0.0,0.16692624,6877.423243,60.1
2022-11-24 05:00:00+00:00,0.394882,2022-11-23 23:00:00-06:00,11,23,2,0.0,0.1669266,6563.922518,60.1
2022-11-24 06:00:00+00:00,0.358575,2022-11-24 00:00:00-06:00,11,0,3,0.0,0.16692696,6246.423487,60.1
2022-11-24 07:00:00+00:00,0.337195,2022-11-24 01:00:00-06:00,11,1,3,0.0,0.16692732,5759.372973,60.1
2022-11-24 08:00:00+00:00,0.278124,2022-11-24 02:00:00-06:00,11,2,3,0.0,0.16692768,5505.18518,60.1
2022-11-24 09:00:00+00:00,0.269594,2022-11-24 03:00:00-06:00,11,3,3,0.0,0.16692804,5351.972205,61.0
2022-11-24 10:00:00+00:00,0.269191,2022-11-24 04:00:00-06:00,11,4,3,0.0,0.1669284,5250.92498,61.0
2022-11-24 11:00:00+00:00,0.264926,2022-11-24 05:00:00-06:00,11,5,3,0.0,0.16692876,5221.092967,61.0
2022-11-24 12:00:00+00:00,0.276164,2022-11-24 06:00:00-06:00,11,6,3,0.0,0.16692912,5370.151362,63.0
2022-11-24 13:00:00+00:00,0.29547,2022-11-24 07:00:00-06:00,11,7,3,0.0,0.16692948,5598.374156,63.0
2022-11-24 14:00:00+00:00,0.3429,2022-11-24 08:00:00-06:00,11,8,3,0.1138261718294772,0.16692984,5880.714703,64.9
2022-11-24 15:00:00+00:00,0.398513,2022-11-24 09:00:00-06:00,11,9,3,0.32294519242564024,0.1669302,6228.14614,66.9
2022-11-24 16:00:00+00:00,0.434013,2022-11-24 10:00:00-06:00,11,10,3,0.4967996305446674,0.16693056,6610.360918,69.1
2022-11-24 17:00:00+00:00,0.45453,2022-11-24 11:00:00-06:00,11,11,3,0.6170781136798662,0.16693092,6943.906255,71.1
2022-11-24 18:00:00+00:00,0.456259,2022-11-24 12:00:00-06:00,11,12,3,0.6745968101113679,0.16693128,7093.303346,71.1
2022-11-24 19:00:00+00:00,0.418223,2022-11-24 13:00:00-06:00,11,13,3,0.6652032962310354,0.16693164,7019.300543,71.1
