utc,value,local,mo,hr,dofw,pv,trend,lag,tmpf
2022-08-05 11:00:00+00:00,0.526809,2022-08-05 01:00:00-10:00,8,1,4,0.0,0.16596972,0.58383,75.0
2022-08-05 12:00:00+00:00,0.489362,2022-08-05 02:00:00-10:00,8,2,4,0.0,0.16597008,0.52766,73.9
2022-08-05 13:00:00+00:00,0.483404,2022-08-05 03:00:00-10:00,8,3,4,0.0,0.16597044,0.507234,73.9
2022-08-05 14:00:00+00:00,0.468936,2022-08-05 04:00:00-10:00,8,4,4,0.0,0.1659708,0.50383,73.0
2022-08-05 15:00:00+00:00,0.497872,2022-08-05 05:00:00-10:00,8,5,4,0.0,0.16597116,0.523404,72.0
2022-08-05 16:00:00+00:00,0.531064,2022-08-05 06:00:00-10:00,8,6,4,0.0,0.16597152,0.52766,72.0
2022-08-05 17:00:00+00:00,0.479149,2022-08-05 07:00:00-10:00,8,7,4,0.1213668585162959,0.16597188,0.390638,73.9
2022-08-05 18:00:00+00:00,0.144681,2022-08-05 08:00:00-10:00,8,8,4,0.3671081033168332,0.16597224,0.149787,82.0
2022-08-05 19:00:00+00:00,-0.148936,2022-08-05 09:00:00-10:00,8,9,4,0.5936996991992178,0.1659726,0.0204256,84.0
2022-08-05 20:00:00+00:00,-0.29617,2022-08-05 10:00:00-10:00,8,10,4,0.7814742734125211,0.16597296,-0.281702,84.9
2022-08-05 21:00:00+00:00,-0.260425,2022-08-05 11:00:00-10:00,8,11,4,0.9175893016284874,0.16597332,-0.44,86.0
2022-08-05 22:00:00+00:00,0.0961703,2022-08-05 12:00:00-10:00,8,12,4,0.9928791783381308,0.16597368,-0.388085,87.1
2022-08-05 23:00:00+00:00,-0.014468,2022-08-05 13:00:00-10:00,8,13,4,1.0022749383607759,0.16597404,-0.49617,87.1
2022-08-06 00:00:00+00:00,-0.222979,2022-08-05 14:00:00-10:00,8,14,4,0.9451436997067505,0.1659744,-0.442553,86.0
2022-08-06 01:00:00+00:00,-0.211915,2022-08-05 15:00:00-10:00,8,15,4,0.825332605554461,0.16597476,-0.258723,86.0
2022-08-06 02:00:00+00:00,-0.0127658,2022-08-05 16:00:00-10:00,8,16,4,0.6509062354740979,0.16597512,0.0221278,86.0
2022-08-06 03:00:00+00:00,0.265532,2022-08-05 17:00:00-10:00,8,17,4,0.4336883725293498,0.16597548,0.317447,84.9
2022-08-06 04:00:00+00:00,0.639149,2022-08-05 18:00:00-10:00,8,18,4,0.19009351272408195,0.16597584,0.632341,84.0
2022-08-06 05:00:00+00:00,0.819574,2022-08-05 19:00:00-10:00,8,19,4,0.0009585177363290649,0.1659762,0.817872,82.0
2022-08-06 06:00:00+00:00,0.86383,2022-08-05 20:00:00-10:00,8,20,4,0.0,0.16597656,0.851064,81.0
2022-08-06 07:00:00+00:00,0.81617,2022-08-05 21:00:00-10:00,8,21,4,0.0,0.16597692,0.810213,80.1
2022-08-06 08:00:00+00:00,0.770213,2022-08-05 22:00:00-10:00,8,22,4,0.0,0.16597728,0.766809,79.0
2022-08-06 09:00:00+00:00,0.710638,2022-08-05 23:00:00-10:00,8,23,4,0.0,0.16597764,0.725106,77.0
2022-08-06 10:00:00+00:00,0.633192,2022-08-06 00:00:00-10:00,8,0,5,0.0,0.165978,0.669787,75.9
2022-08-06 11:00:00+00:00,0.575319,2022-08-06 01:00:00-10:00,8,1,5,0.0,0.16597836,0.592341,75.9
2022-08-06 12:00:00+00:00,0.538723,2022-08-06 02:00:00-10:00,8,2,5,0.0,0.16597872,0.578724,77.0
2022-08-06 13:00:00+00:00,0.515745,2022-08-06 03:00:00-10:00,8,3,5,0.0,0.16597908,0.551489,75.9
2022-08-06 14:00:00+00:00,0.502979,2022-08-06 04:00:00-10:00,8,4,5,0.0,0.16597944,0.508936,73.0
2022-08-06 15:00:00+00:00,0.512341,2022-08-06 05:00:00-10:00,8,5,5,0.0,0.1659798,0.506383,73.0
2022-08-06 16:00:00+00:00,0.511489,2022-08-06 06:00:00-10:00,8,6,5,0.0,0.16598016,0.534468,73.9
2022-08-06 17:00:00+00:00,0.44,2022-08-06 07:00:00-10:00,8,7,5,0.12027433932258075,0.16598052,0.443404,77.0
2022-08-06 18:00:00+00:00,0.177873,2022-08-06 08:00:00-10:00,8,8,5,0.3664159717874396,0.16598088,0.377021,82.9
2022-08-06 19:00:00+00:00,-0.0663828,2022-08-06 09:00:00-10:00,8,9,5,0.5934156737590989,0.16598124,-0.0340425,84.9
2022-08-06 20:00:00+00:00,-0.237447,2022-08-06 10:00:00-10:00,8,10,5,0.7814980359888247,0.1659816,0.0561703,88.0
2022-08-06 21:00:00+00:00,-0.188085,2022-08-06 11:00:00-10:00,8,11,5,0.9177940329435085,0.16598196,0.0365959,89.1
2022-08-06 22:00:00+00:00,-0.305532,2022-08-06 12:00:00-10:00,8,12,5,0.9931243065761198,0.16598232,-0.321702,90.0
2022-08-06 23:00:00+00:00,-0.0706381,2022-08-06 13:00:00-10:00,8,13,5,1.0024165745747593,0.16598268,-0.151489,90.0
2022-08-07 00:00:00+00:00,-0.171915,2022-08-06 14:00:00-10:00,8,14,5,0.9450448615008942,0.16598304,-0.0859574,89.1
2022-08-07 01:00:00+00:00,0.189787,2022-08-06 15:00:00-10:00,8,15,5,0.8248729248679506,0.1659834,0.182128,89.1
2022-08-07 02:00:00+00:00,0.403404,2022-08-06 16:00:00-10:00,8,16,5,0.6499908554861954,0.16598376,0.365958,84.9
2022-08-07 03:00:00+00:00,0.438298,2022-08-06 17:00:00-10:00,8,17,5,0.43225782652319555,0.16598412,0.611915,87.1
2022-08-07 04:00:00+00:00,0.691915,2022-08-06 18:00:00-10:00,8,18,5,0.18817566844022446,0.16598448,0.605106,84.9
2022-08-07 05:00:00+00:00,0.873192,2022-08-06 19:00:00-10:00,8,19,5,0.0007690049574372973,0.16598484,0.820426,82.9
2022-08-07 06:00:00+00:00,0.869787,2022-08-06 20:00:00-10:00,8,20,5,0.0,0.1659852,0.87234,84.0
2022-08-07 07:00:00+00:00,0.85617,2022-08-06 21:00:00-10:00,8,21,5,0.0,0.16598556,0.849362,82.0
2022-08-07 08:00:00+00:00,0.827234,2022-08-06 22:00:00-10:00,8,22,5,0.0,0.16598592,0.787234,82.0
2022-08-07 09:00:00+00:00,0.748936,2022-08-06 23:00:00-10:00,8,23,5,0.0,0.16598628,0.731915,81.0
2022-08-07 10:00:00+00:00,0.681702,2022-08-07 00:00:00-10:00,8,0,6,0.0,0.16598664,0.688511,81.0
2022-08-07 11:00:00+00:00,0.62383,2022-08-07 01:00:00-10:00,8,1,6,0.0,0.165987,0.638298,80.1
2022-08-07 12:00:00+00:00,0.593192,2022-08-07 02:00:00-10:00,8,2,6,0.0,0.16598736,0.582979,78.1
2022-08-07 13:00:00+00:00,0.564255,2022-08-07 03:00:00-10:00,8,3,6,0.0,0.16598772,0.562553,79.0
2022-08-07 14:00:00+00:00,0.557447,2022-08-07 04:00:00-10:00,8,4,6,0.0,0.16598808,0.540426,78.1
2022-08-07 15:00:00+00:00,0.564255,2022-08-07 05:00:00-10:00,8,5,6,0.0,0.16598844,0.553192,78.1
2022-08-07 16:00:00+00:00,0.570213,2022-08-07 06:00:00-10:00,8,6,6,0.0,0.1659888,0.577872,78.1
2022-08-07 17:00:00+00:00,0.514043,2022-08-07 07:00:00-10:00,8,7,6,0.11919537633677231,0.16598916,0.497021,79.0
2022-08-07 18:00:00+00:00,0.254468,2022-08-07 08:00:00-10:00,8,8,6,0.3657375754072169,0.16598952,0.230638,84.0
2022-08-07 19:00:00+00:00,0.0229789,2022-08-07 09:00:00-10:00,8,9,6,0.5931432688539554,0.16598988,-0.0153191,86.0
2022-08-07 20:00:00+00:00,-0.168511,2022-08-07 10:00:00-10:00,8,10,6,0.7815282753367552,0.16599024,-0.151489,86.0
2022-08-07 21:00:00+00:00,-0.121702,2022-08-07 11:00:00-10:00,8,11,6,0.9179972469171277,0.1659906,-0.333617,88.0
2022-08-07 22:00:00+00:00,-0.194893,2022-08-07 12:00:00-10:00,8,12,6,0.9933575388434137,0.16599096,-0.262128,89.1
2022-08-07 23:00:00+00:00,-0.305532,2022-08-07 13:00:00-10:00,8,13,6,1.0025342232434333,0.16599132,-0.462979,88.0
2022-08-08 00:00:00+00:00,-0.367659,2022-08-07 14:00:00-10:00,8,14,6,0.9449090445191172,0.16599168,-0.410213,89.1
2022-08-08 01:00:00+00:00,-0.20766,2022-08-07 15:00:00-10:00,8,15,6,0.8243632719509033,0.16599204,-0.297021,89.1
2022-08-08 02:00:00+00:00,0.0144682,2022-08-07 16:00:00-10:00,8,16,6,0.6490134503354095,0.1659924,0.0365959,86.0
2022-08-08 03:00:00+00:00,0.344681,2022-08-07 17:00:00-10:00,8,17,6,0.43075524089686335,0.16599276,0.348936,84.9
2022-08-08 04:00:00+00:00,0.805958,2022-08-07 18:00:00-10:00,8,18,6,0.1861819145690243,0.16599312,0.682553,84.9
2022-08-08 05:00:00+00:00,0.940426,2022-08-07 19:00:00-10:00,8,19,6,0.0006052046755783406,0.16599348,0.875745,82.9
2022-08-08 06:00:00+00:00,0.949787,2022-08-07 20:00:00-10:00,8,20,6,0.0,0.16599384,0.929362,81.0
2022-08-08 07:00:00+00:00,0.908085,2022-08-07 21:00:00-10:00,8,21,6,0.0,0.1659942,0.908936,80.1
2022-08-08 08:00:00+00:00,0.822979,2022-08-07 22:00:00-10:00,8,22,6,0.0,0.16599456,0.788085,78.1
2022-08-08 09:00:00+00:00,0.725957,2022-08-07 23:00:00-10:00,8,23,6,0.0,0.16599492,0.712341,78.1
2022-08-08 10:00:00+00:00,0.657872,2022-08-08 00:00:00-10:00,8,0,0,0.0,0.16599528,0.641702,79.0
2022-08-08 11:00:00+00:00,0.586383,2022-08-08 01:00:00-10:00,8,1,0,0.0,0.16599564,0.6,78.1
2022-08-08 12:00:00+00:00,0.555745,2022-08-08 02:00:00-10:00,8,2,0,0.0,0.165996,0.559149,78.1
2022-08-08 13:00:00+00:00,0.531915,2022-08-08 03:00:00-10:00,8,3,0,0.0,0.16599636,0.540426,78.1
2022-08-08 14:00:00+00:00,0.521702,2022-08-08 04:00:00-10:00,8,4,0,0.0,0.16599672,0.54383,77.0
2022-08-08 15:00:00+00:00,0.547234,2022-08-08 05:00:00-10:00,8,5,0,0.0,0.16599708,0.568511,75.0
2022-08-08 16:00:00+00:00,0.565957,2022-08-08 06:00:00-10:00,8,6,0,0.0,0.16599744,0.589787,73.9
2022-08-08 17:00:00+00:00,0.474043,2022-08-08 07:00:00-10:00,8,7,0,0.1181301705992802,0.1659978,0.474894,77.0
2022-08-08 18:00:00+00:00,0.179575,2022-08-08 08:00:00-10:00,8,8,0,0.36507264916865056,0.16599816,0.171064,82.0
2022-08-08 19:00:00+00:00,-0.0519148,2022-08-08 09:00:00-10:00,8,9,0,0.5928817622270849,0.16599852,-0.0595744,86.0
2022-08-08 20:00:00+00:00,-0.297021,2022-08-08 10:00:00-10:00,8,10,0,0.7815638830812905,0.16599888,-0.273191,87.1
2022-08-08 21:00:00+00:00,-0.22383,2022-08-08 11:00:00-10:00,8,11,0,0.9181975451627655,0.16599924,-0.318298,89.1
2022-08-08 22:00:00+00:00,-0.319149,2022-08-08 12:00:00-10:00,8,12,0,0.9935773021590599,0.1659996,-0.462979,90.0
2022-08-08 23:00:00+00:00,-0.228085,2022-08-08 13:00:00-10:00,8,13,0,1.0026262641680093,0.16599996,-0.428085,90.0
2022-08-09 00:00:00+00:00,-0.255319,2022-08-08 14:00:00-10:00,8,14,0,0.9447347122647243,0.16600032,-0.41617,90.0
2022-08-09 01:00:00+00:00,-0.155745,2022-08-08 15:00:00-10:00,8,15,0,0.8238023199891417,0.16600068,-0.230638,91.0
2022-08-09 02:00:00+00:00,0.28766,2022-08-08 16:00:00-10:00,8,16,0,0.6479730168970151,0.16600104,0.113192,90.0
2022-08-09 03:00:00+00:00,0.596596,2022-08-08 17:00:00-10:00,8,17,0,0.42918004029530876,0.1660014,0.40766,88.0
2022-08-09 04:00:00+00:00,0.753191,2022-08-08 18:00:00-10:00,8,18,0,0.18411237812190434,0.16600176,0.634043,84.9
2022-08-09 05:00:00+00:00,0.862979,2022-08-08 19:00:00-10:00,8,19,0,0.00046646728652102276,0.16600212,0.845958,82.9
2022-08-09 06:00:00+00:00,0.897021,2022-08-08 20:00:00-10:00,8,20,0,0.0,0.16600248,0.908936,81.0
2022-08-09 07:00:00+00:00,0.855319,2022-08-08 21:00:00-10:00,8,21,0,0.0,0.16600284,0.857873,80.1
2022-08-09 08:00:00+00:00,0.796596,2022-08-08 22:00:00-10:00,8,22,0,0.0,0.1660032,0.800851,80.1
2022-08-09 09:00:00+00:00,0.704681,2022-08-08 23:00:00-10:00,8,23,0,0.0,0.16600356,0.690213,80.1
2022-08-09 10:00:00+00:00,0.627234,2022-08-09 00:00:00-10:00,8,0,1,0.0,0.16600392,0.621277,80.1
2022-08-09 11:00:00+00:00,0.592341,2022-08-09 01:00:00-10:00,8,1,1,0.0,0.16600428,0.573617,80.1
2022-08-09 12:00:00+00:00,0.57617,2022-08-09 02:00:00-10:00,8,2,1,0.0,0.16600464,0.557447,79.0
2022-08-09 13:00:00+00:00,0.547234,2022-08-09 03:00:00-10:00,8,3,1,0.0,0.166005,0.525106,79.0
2022-08-09 14:00:00+00:00,0.546383,2022-08-09 04:00:00-10:00,8,4,1,0.0,0.16600536,0.525958,78.1
2022-08-09 15:00:00+00:00,0.542128,2022-08-09 05:00:00-10:00,8,5,1,0.0,0.16600572,0.546383,78.1
2022-08-09 16:00:00+00:00,0.574468,2022-08-09 06:00:00-10:00,8,6,1,0.0,0.16600608,0.572766,77.0
2022-08-09 17:00:00+00:00,0.458724,2022-08-09 07:00:00-10:00,8,7,1,0.11707887672889404,0.16600644,0.457872,79.0
2022-08-09 18:00:00+00:00,0.156596,2022-08-09 08:00:00-10:00,8,8,1,0.36442087990122113,0.1660068,0.244256,82.9
2022-08-09 19:00:00+00:00,-0.0808509,2022-08-09 09:00:00-10:00,8,9,1,0.5926303869554993,0.16600716,-0.171915,87.1
2022-08-09 20:00:00+00:00,-0.211915,2022-08-09 10:00:00-10:00,8,10,1,0.7816037136526491,0.16600752,-0.154042,87.1
2022-08-09 21:00:00+00:00,0.064681,2022-08-09 11:00:00-10:00,8,11,1,0.918393503010591,0.16600788,-0.15234,89.1
2022-08-09 22:00:00+00:00,-0.164255,2022-08-09 12:00:00-10:00,8,12,1,0.9937820109218439,0.16600824,-0.0902126,88.0
2022-08-09 23:00:00+00:00,-0.132766,2022-08-09 13:00:00-10:00,8,13,1,1.0026910800540036,0.1660086,-0.435745,86.0
2022-08-10 00:00:00+00:00,-0.228085,2022-08-09 14:00:00-10:00,8,14,1,0.9445203475090893,0.16600896,-0.51234,89.1
2022-08-10 01:00:00+00:00,-0.0706382,2022-08-09 15:00:00-10:00,8,15,1,0.8231887775724991,0.16600932,-0.360851,89.1
2022-08-10 02:00:00+00:00,0.401702,2022-08-09 16:00:00-10:00,8,16,1,0.6468686023822006,0.16600968,-0.0697872,90.0
2022-08-10 03:00:00+00:00,0.669787,2022-08-09 17:00:00-10:00,8,17,1,0.4275317130834418,0.16601004,0.274043,86.0
2022-08-10 04:00:00+00:00,0.661277,2022-08-09 18:00:00-10:00,8,18,1,0.18196727551233963,0.1660104,0.645957,86.0
2022-08-10 05:00:00+00:00,0.869787,2022-08-09 19:00:00-10:00,8,19,1,0.00035152710824258826,0.16601076,0.859575,82.9
2022-08-10 06:00:00+00:00,0.917447,2022-08-09 20:00:00-10:00,8,20,1,0.0,0.16601112,0.902128,81.0
2022-08-10 07:00:00+00:00,0.880851,2022-08-09 21:00:00-10:00,8,21,1,0.0,0.16601148,0.857021,81.0
2022-08-10 08:00:00+00:00,0.800851,2022-08-09 22:00:00-10:00,8,22,1,0.0,0.16601184,0.798298,81.0
2022-08-10 09:00:00+00:00,0.737021,2022-08-09 23:00:00-10:00,8,23,1,0.0,0.1660122,0.691915,81.0
2022-08-10 10:00:00+00:00,0.658723,2022-08-10 00:00:00-10:00,8,0,2,0.0,0.16601256,0.633192,81.0
2022-08-10 11:00:00+00:00,0.60766,2022-08-10 01:00:00-10:00,8,1,2,0.0,0.16601292,0.584681,80.1
2022-08-10 12:00:00+00:00,0.574468,2022-08-10 02:00:00-10:00,8,2,2,0.0,0.16601328,0.541277,81.0
2022-08-10 13:00:00+00:00,0.562553,2022-08-10 03:00:00-10:00,8,3,2,0.0,0.16601364,0.526809,80.1
2022-08-10 14:00:00+00:00,0.546383,2022-08-10 04:00:00-10:00,8,4,2,0.0,0.166014,0.523404,80.1
2022-08-10 15:00:00+00:00,0.555745,2022-08-10 05:00:00-10:00,8,5,2,0.0,0.16601436,0.532766,79.0
2022-08-10 16:00:00+00:00,0.590638,2022-08-10 06:00:00-10:00,8,6,2,0.0,0.16601472,0.563404,79.0
2022-08-10 17:00:00+00:00,0.554894,2022-08-10 07:00:00-10:00,8,7,2,0.11604160243117011,0.16601508,0.445958,80.1
2022-08-10 18:00:00+00:00,0.257021,2022-08-10 08:00:00-10:00,8,8,2,0.3637819060869479,0.16601544,0.164255,84.0
2022-08-10 19:00:00+00:00,0.245106,2022-08-10 09:00:00-10:00,8,9,2,0.5923883318947267,0.1660158,-0.0323403,84.9
2022-08-10 20:00:00+00:00,-0.268085,2022-08-10 10:00:00-10:00,8,10,2,0.7816465853592809,0.16601616,0.0425532,88.0
2022-08-10 21:00:00+00:00,-0.449362,2022-08-10 11:00:00-10:00,8,11,2,0.9185836711617723,0.16601652,0.092766,91.0
2022-08-10 22:00:00+00:00,-0.526808,2022-08-10 12:00:00-10:00,8,12,2,0.9939700690595714,0.16601688,-0.194042,91.0
2022-08-10 23:00:00+00:00,-0.49617,2022-08-10 13:00:00-10:00,8,13,2,1.002727059035808,0.16601724,0.151489,93.0
2022-08-11 00:00:00+00:00,-0.394042,2022-08-10 14:00:00-10:00,8,14,2,0.9442644550455541,0.1660176,0.0127661,91.9
2022-08-11 01:00:00+00:00,-0.241702,2022-08-10 15:00:00-10:00,8,15,2,0.8225213915172005,0.16601796,0.252766,91.9
2022-08-11 02:00:00+00:00,0.00851071,2022-08-10 16:00:00-10:00,8,16,2,0.6456993070660058,0.16601832,0.257872,90.0
2022-08-11 03:00:00+00:00,0.358298,2022-08-10 17:00:00-10:00,8,17,2,0.42580981385133776,0.16601868,0.181277,88.0
2022-08-11 04:00:00+00:00,0.683404,2022-08-10 18:00:00-10:00,8,18,2,0.1797469158526864,0.16601904,0.704681,86.0
2022-08-11 05:00:00+00:00,0.881702,2022-08-10 19:00:00-10:00,8,19,2,0.0002585652844542172,0.1660194,0.84,82.9
2022-08-11 06:00:00+00:00,0.954894,2022-08-10 20:00:00-10:00,8,20,2,0.0,0.16601976,0.874043,82.0
2022-08-11 07:00:00+00:00,0.891064,2022-08-10 21:00:00-10:00,8,21,2,0.0,0.16602012,0.839149,82.0
2022-08-11 08:00:00+00:00,0.809362,2022-08-10 22:00:00-10:00,8,22,2,0.0,0.16602048,0.790638,82.0
2022-08-11 09:00:00+00:00,0.725106,2022-08-10 23:00:00-10:00,8,23,2,0.0,0.16602084,0.691915,81.0
2022-08-11 10:00:00+00:00,0.658723,2022-08-11 00:00:00-10:00,8,0,3,0.0,0.1660212,0.613617,80.1
2022-08-11 11:00:00+00:00,0.619574,2022-08-11 01:00:00-10:00,8,1,3,0.0,0.16602156,0.566809,80.1
2022-08-11 12:00:00+00:00,0.582128,2022-08-11 02:00:00-10:00,8,2,3,0.0,0.16602192,0.54383,80.1
2022-08-11 13:00:00+00:00,0.561702,2022-08-11 03:00:00-10:00,8,3,3,0.0,0.16602228,0.508936,80.1
2022-08-11 14:00:00+00:00,0.566809,2022-08-11 04:00:00-10:00,8,4,3,0.0,0.16602264,0.501277,80.1
2022-08-11 15:00:00+00:00,0.582979,2022-08-11 05:00:00-10:00,8,5,3,0.0,0.166023,0.519149,80.1
2022-08-11 16:00:00+00:00,0.591489,2022-08-11 06:00:00-10:00,8,6,3,0.0,0.16602336,0.549787,79.0
2022-08-11 17:00:00+00:00,0.533617,2022-08-11 07:00:00-10:00,8,7,3,0.11501840808225576,0.16602372,0.451915,80.1
2022-08-11 18:00:00+00:00,0.300426,2022-08-11 08:00:00-10:00,8,8,3,0.3631553177549643,0.16602408,0.197447,82.9
2022-08-11 19:00:00+00:00,-0.0587232,2022-08-11 09:00:00-10:00,8,9,3,0.5921547422092289,0.16602444,0.011915,86.0
2022-08-11 20:00:00+00:00,-0.335319,2022-08-11 10:00:00-10:00,8,10,3,0.781691281546988,0.1660248,0.273192,89.1
2022-08-11 21:00:00+00:00,-0.44851,2022-08-11 11:00:00-10:00,8,11,3,0.9187665774226697,0.16602516,0.179575,88.0
2022-08-11 22:00:00+00:00,-0.525106,2022-08-11 12:00:00-10:00,8,12,3,0.9941398722458238,0.16602552,0.254468,88.0
2022-08-11 23:00:00+00:00,-0.525106,2022-08-11 13:00:00-10:00,8,13,3,1.0027325972505938,0.16602588,0.462979,89.1
2022-08-12 00:00:00+00:00,-0.459574,2022-08-11 14:00:00-10:00,8,14,3,0.9439655644705457,0.16602624,0.38383,91.0
2022-08-12 01:00:00+00:00,-0.193191,2022-08-11 15:00:00-10:00,8,15,3,0.8217989496902888,0.1660266,0.439149,91.0
2022-08-12 02:00:00+00:00,0.0127661,2022-08-11 16:00:00-10:00,8,16,3,0.6444642869905836,0.16602696,0.318298,89.1
2022-08-12 03:00:00+00:00,0.377872,2022-08-11 17:00:00-10:00,8,17,3,0.4240139658697496,0.16602732,0.465532,86.0
2022-08-12 04:00:00+00:00,0.719149,2022-08-11 18:00:00-10:00,8,18,3,0.17745170427323897,0.16602768,0.564255,86.0
2022-08-12 05:00:00+00:00,0.854468,2022-08-11 19:00:00-10:00,8,19,3,0.00018531335863635997,0.16602804,0.780426,82.9
2022-08-12 06:00:00+00:00,0.885106,2022-08-11 20:00:00-10:00,8,20,3,0.0,0.1660284,0.852766,81.0
2022-08-12 07:00:00+00:00,0.85617,2022-08-11 21:00:00-10:00,8,21,3,0.0,0.16602876,0.793192,80.1
2022-08-12 08:00:00+00:00,0.805957,2022-08-11 22:00:00-10:00,8,22,3,0.0,0.16602912,0.735319,79.0
2022-08-12 09:00:00+00:00,0.708085,2022-08-11 23:00:00-10:00,8,23,3,0.0,0.16602948,0.654468,79.0
2022-08-12 10:00:00+00:00,0.658723,2022-08-12 00:00:00-10:00,8,0,4,0.0,0.16602984,0.577021,77.0
2022-08-12 11:00:00+00:00,0.577872,2022-08-12 01:00:00-10:00,8,1,4,0.0,0.1660302,0.526809,77.0
2022-08-12 12:00:00+00:00,0.555745,2022-08-12 02:00:00-10:00,8,2,4,0.0,0.16603056,0.489362,77.0
2022-08-12 13:00:00+00:00,0.533617,2022-08-12 03:00:00-10:00,8,3,4,0.0,0.16603092,0.483404,75.9
2022-08-12 14:00:00+00:00,0.53617,2022-08-12 04:00:00-10:00,8,4,4,0.0,0.16603128,0.468936,75.9
2022-08-12 15:00:00+00:00,0.55234,2022-08-12 05:00:00-10:00,8,5,4,0.0,0.16603164,0.497872,75.0
2022-08-12 16:00:00+00:00,0.579575,2022-08-12 06:00:00-10:00,8,6,4,0.0,0.166032,0.531064,75.0
2022-08-12 17:00:00+00:00,0.507234,2022-08-12 07:00:00-10:00,8,7,4,0.11400930639232462,0.16603236,0.479149,75.9
2022-08-12 18:00:00+00:00,0.16,2022-08-12 08:00:00-10:00,8,8,4,0.36254065646005623,0.16603272,0.144681,82.0
2022-08-12 19:00:00+00:00,0.0417021,2022-08-12 09:00:00-10:00,8,9,4,0.5919287199919523,0.16603308,-0.148936,84.9
2022-08-12 20:00:00+00:00,-0.133617,2022-08-12 10:00:00-10:00,8,10,4,0.7817365518458593,0.16603344,-0.29617,84.0
2022-08-12 21:00:00+00:00,-0.233191,2022-08-12 11:00:00-10:00,8,11,4,0.9189407285188302,0.1660338,-0.260425,89.1
2022-08-12 22:00:00+00:00,0.0578724,2022-08-12 12:00:00-10:00,8,12,4,0.9942898101826012,0.16603416,0.0961703,88.0
2022-08-12 23:00:00+00:00,-0.101276,2022-08-12 13:00:00-10:00,8,13,4,1.0027061014584935,0.16603452,-0.014468,91.0
2022-08-13 00:00:00+00:00,-0.21617,2022-08-12 14:00:00-10:00,8,14,4,0.9436222329871491,0.16603488,-0.222979,90.0
2022-08-13 01:00:00+00:00,-0.159149,2022-08-12 15:00:00-10:00,8,15,4,0.8210202838295886,0.16603524,-0.211915,90.0
2022-08-13 02:00:00+00:00,0.398298,2022-08-12 16:00:00-10:00,8,16,4,0.6431627566362955,0.1660356,-0.0127658,88.0
2022-08-13 03:00:00+00:00,0.634043,2022-08-12 17:00:00-10:00,8,17,4,0.4221438634877492,0.16603596,0.265532,87.1
2022-08-13 04:00:00+00:00,0.621277,2022-08-12 18:00:00-10:00,8,18,4,0.17508214526321653,0.16603632,0.639149,86.0
2022-08-13 05:00:00+00:00,0.781277,2022-08-12 19:00:00-10:00,8,19,4,0.0001291913572475287,0.16603668,0.819574,82.0
2022-08-13 06:00:00+00:00,0.788936,2022-08-12 20:00:00-10:00,8,20,4,0.0,0.16603704,0.86383,80.1
2022-08-13 07:00:00+00:00,0.794894,2022-08-12 21:00:00-10:00,8,21,4,0.0,0.1660374,0.81617,79.0
2022-08-13 08:00:00+00:00,0.715745,2022-08-12 22:00:00-10:00,8,22,4,0.0,0.16603776,0.770213,78.1
2022-08-13 09:00:00+00:00,0.686809,2022-08-12 23:00:00-10:00,8,23,4,0.0,0.16603812,0.710638,78.1
2022-08-13 10:00:00+00:00,0.617872,2022-08-13 00:00:00-10:00,8,0,5,0.0,0.16603848,0.633192,77.0
2022-08-13 11:00:00+00:00,0.570213,2022-08-13 01:00:00-10:00,8,1,5,0.0,0.16603884,0.575319,75.9
2022-08-13 12:00:00+00:00,0.554894,2022-08-13 02:00:00-10:00,8,2,5,0.0,0.1660392,0.538723,75.9
2022-08-13 13:00:00+00:00,0.509787,2022-08-13 03:00:00-10:00,8,3,5,0.0,0.16603956,0.515745,75.0
2022-08-13 14:00:00+00:00,0.502128,2022-08-13 04:00:00-10:00,8,4,5,0.0,0.16603992,0.502979,75.0
2022-08-13 15:00:00+00:00,0.524255,2022-08-13 05:00:00-10:00,8,5,5,0.0,0.16604028,0.512341,73.9
2022-08-13 16:00:00+00:00,0.516596,2022-08-13 06:00:00-10:00,8,6,5,0.0,0.16604064,0.511489,73.0
2022-08-13 17:00:00+00:00,0.43234,2022-08-13 07:00:00-10:00,8,7,5,0.1130142621526612,0.166041,0.44,75.0
2022-08-13 18:00:00+00:00,0.19149,2022-08-13 08:00:00-10:00,8,8,5,0.3619374153496627,0.16604136,0.177873,82.0
2022-08-13 19:00:00+00:00,0.108085,2022-08-13 09:00:00-10:00,8,9,5,0.5917093249763034,0.16604172,-0.0663828,84.9
2022-08-13 20:00:00+00:00,-0.161702,2022-08-13 10:00:00-10:00,8,10,5,0.7817811135066364,0.16604208,-0.237447,84.0
2022-08-13 21:00:00+00:00,0.0553193,2022-08-13 11:00:00-10:00,8,11,5,0.9191046119890468,0.16604244,-0.188085,88.0
2022-08-13 22:00:00+00:00,-0.313191,2022-08-13 12:00:00-10:00,8,12,5,0.9944182689466774,0.1660428,-0.305532,86.0
2022-08-13 23:00:00+00:00,-0.122553,2022-08-13 13:00:00-10:00,8,13,5,1.0026459917050614,0.16604316,-0.0706381,87.1
2022-08-14 00:00:00+00:00,0.20766,2022-08-13 14:00:00-10:00,8,14,5,0.943233048224953,0.16604352,-0.171915,87.1
2022-08-14 01:00:00+00:00,-0.163404,2022-08-13 15:00:00-10:00,8,15,5,0.8201842723521687,0.16604388,0.189787,89.1
